"Index","Nickname","TemplateID","Position"
"466","level1_252","58817","178349.906250,7119.104004,171080.953125"
"467","level1_253","58817","158670.031250,5322.588379,172682.109375"
"468","level4_45","58820","158906.500000,5323.361328,173179.359375"
"469","level4_46","58820","158232.687500,5322.591797,173934.156250"
"470","level4_47","58820","158080.718750,5322.596191,171559.281250"
"471","level2_109","58818","160196.218750,3932.192871,176055.078125"
"472","level2_110","58818","159751.703125,3932.666016,175126.093750"
"473","level1_254","58817","159418.687500,3944.345215,175741.625000"
"474","level1_255","58817","159832.078125,3932.833984,175793.468750"
"475","level1_256","58817","159059.546875,4414.534180,174746.312500"
"476","level1_257","58817","159668.453125,3994.186523,174016.546875"
"477","level1_258","58817","160993.546875,4716.886230,178607.312500"
"478","level1_259","58817","159798.328125,4716.893066,179237.859375"
"479","level1_260","58817","160868.234375,3965.509033,178213.984375"
"480","level4_48","58820","159737.203125,3958.703613,178100.281250"
"481","level3_64","58819","155898.187500,5637.716797,178795.031250"
"482","level1_261","58817","154560.484375,5898.608398,176829.125000"
"483","level1_262","58817","155008.515625,5962.854004,170642.515625"
"484","level1_263","58817","154195.937500,5962.823242,170611.703125"
"485","level1_264","58817","148363.328125,9609.240234,187705.062500"
"486","level1_265","58817","153034.781250,6892.225586,172084.484375"
"487","level1_266","58817","153043.453125,6892.208984,172955.828125"
"488","level1_267","58817","154175.203125,5811.642578,174189.078125"
"489","level1_268","58817","160124.859375,8137.922852,156548.562500"
"490","level3_65","58819","153155.093750,6983.803711,173323.234375"
"491","level2_111","58818","154709.734375,5685.202148,172648.078125"
"492","level3_66","58819","165488.296875,4089.616455,175098.734375"
"493","level1_269","58817","166654.671875,4090.112305,177612.343750"
"494","level1_270","58817","166975.328125,4074.864990,176043.156250"
"495","level1_271","58817","158132.109375,5792.019531,184140.890625"
"496","level1_272","58817","158721.625000,5792.019531,184156.640625"
"497","level2_112","58818","158476.984375,5418.759277,183495.125000"
"498","level1_273","58817","163305.000000,5018.429688,162420.375000"
"499","level2_113","58818","161996.484375,5269.525391,162051.281250"
"500","level2_114","58818","169358.562500,6049.522949,161211.718750"
"501","level2_115","58818","168876.796875,6059.058594,160901.203125"
"502","level3_67","58819","169060.921875,5378.970215,161783.343750"
"503","level1_274","58817","164443.015625,6470.123047,160021.375000"
"504","level1_275","58817","165838.843750,6480.126953,159174.093750"
"505","level1_276","58817","177497.062500,9231.985352,161257.640625"
"506","level2_116","58818","148854.203125,8248.179688,192916.015625"
"507","level1_277","58817","148855.015625,8290.765625,192274.406250"
"508","level1_278","58817","147184.515625,8300.912109,195251.953125"
"509","level1_279","58817","145182.218750,8458.365234,194845.421875"
"510","level1_280","58817","149552.500000,8177.708496,190957.000000"
"511","level3_68","58819","147717.250000,8234.889648,194255.718750"
"512","level4_49","58820","147819.687500,8403.797852,191522.687500"
"513","level1_281","58817","150111.859375,7937.400879,187642.937500"
"514","level2_117","58818","154334.359375,8324.180664,187914.234375"
"515","level3_69","58819","155517.468750,7644.696289,187630.500000"
"516","level1_282","58817","155152.937500,5659.258789,180744.421875"
"517","level2_118","58818","124002.453125,5852.114746,170804.687500"
"518","level3_70","58819","125479.367188,5669.555664,171897.546875"
"519","level2_119","58818","127179.843750,4482.391602,177375.015625"
"520","level3_71","58819","126429.015625,4336.965820,178108.265625"
"521","level1_283","58817","146726.031250,6032.747070,172273.140625"
"522","level2_120","58818","146137.984375,6126.861328,171622.140625"
"523","level3_72","58819","139075.593750,6973.790039,179723.781250"
"524","level1_284","58817","161516.078125,5881.052246,161329.734375"
"525","level3_73","58819","161416.828125,5155.679199,162639.765625"
"526","level2_121","58818","184101.921875,9625.819336,180000.453125"
"527","level2_122","58818","184835.343750,9619.042969,179968.781250"
"528","level2_123","58818","184771.156250,9012.546875,179512.328125"
"529","level1_285","58817","182048.281250,10056.150391,167496.968750"
"530","level1_286","58817","184450.953125,8609.184570,178602.375000"
"531","level1_287","58817","187168.734375,10400.786133,178685.281250"
"532","level1_288","58817","186314.328125,9101.510742,178677.718750"
"533","level3_74","58819","183960.625000,9617.529297,180246.812500"
"534","level4_50","58820","195182.843750,13674.154297,188845.343750"
"535","level1_289","58817","195416.546875,13674.154297,188135.953125"
"536","level1_290","58817","196518.453125,15989.813477,186320.921875"
"537","level1_291","58817","195168.578125,13674.468750,187776.953125"
"538","level1_292","58817","193191.640625,14656.045898,193343.234375"
"539","level1_293","58817","188554.609375,13747.067383,189756.265625"
"540","level1_294","58817","188155.281250,13749.248047,188656.390625"
"541","level1_295","58817","186643.562500,13498.538086,186056.937500"
"542","level1_296","58817","187515.640625,14449.829102,190570.296875"
"543","level2_124","58818","187658.734375,14449.829102,190311.359375"
"544","level2_125","58818","188310.843750,13732.093750,188078.640625"
"545","level3_75","58819","188471.109375,13885.742188,190428.468750"
"546","level2_126","58818","160494.390625,8175.665039,193112.625000"
"547","level3_76","58819","160712.437500,8076.190430,192850.156250"
"548","level2_127","58818","157263.796875,9019.906250,193066.843750"
"549","level3_77","58819","140582.046875,7656.634766,194118.750000"
"550","level2_128","58818","139064.921875,7389.175293,193319.671875"
"551","level1_297","58817","114144.617188,6171.811523,198572.984375"
"552","level1_298","58817","117357.156250,5503.656250,197445.140625"
"553","level1_299","58817","100483.156250,3250.360107,178883.859375"
"554","level2_129","58818","100065.718750,2260.357666,163218.875000"
"555","level1_300","58817","99998.867188,2285.781738,163609.406250"
"556","level1_301","58817","88906.265625,6049.685547,97818.031250"
"557","level1_302","58817","89089.546875,6049.685547,97441.953125"
"558","level2_130","58818","88497.359375,5115.482910,97314.523438"
"559","level3_78","58819","88549.023438,5120.951660,97046.242188"
"560","level1_303","58817","88901.562500,4687.478516,91918.289063"
"561","level1_304","58817","87589.500000,4838.014160,91590.429688"
"562","level1_305","58817","87174.492188,4799.249023,91206.656250"
"563","level3_79","58819","88497.164063,5941.921387,90607.734375"
"564","level2_131","58818","84324.328125,1960.440063,86172.437500"
"565","level1_306","58817","84641.476563,1954.434204,86106.140625"
"566","level1_307","58817","84130.015625,1966.613770,86609.117188"
"567","level1_308","58817","82453.937500,2110.424805,87966.750000"
"568","level1_309","58817","82628.210938,2108.273438,87683.929688"
"569","level1_310","58817","82159.421875,2045.159912,90287.046875"
"570","level1_311","58817","82527.062500,2049.740723,89722.773438"
"571","level2_132","58818","82986.117188,2054.339600,89232.250000"
"572","level1_312","58817","82414.671875,3125.501221,90122.679688"
"573","level2_133","58818","82983.937500,3125.959473,89179.148438"
"574","level1_313","58817","83014.476563,3747.587646,90508.351563"
"575","level3_80","58819","83547.781250,3749.986572,89755.093750"
"576","level1_314","58817","77446.390625,2004.745483,94141.703125"
"577","level1_315","58817","81246.093750,4322.007813,99601.859375"
"578","level1_316","58817","81266.804688,4317.970215,99003.468750"
"579","level1_317","58817","81058.375000,4314.369141,98281.421875"
"580","level2_134","58818","81246.109375,4984.860352,99639.664063"
"581","level3_81","58819","82240.156250,4347.395508,97077.804688"
"582","level4_51","58820","82617.281250,3747.917480,91221.109375"
"583","level1_318","58817","72357.085938,1928.707886,29899.195313"
"584","level1_319","58817","70471.679688,1890.515137,30079.865234"
"585","level2_135","58818","71449.843750,1971.902466,33728.140625"
"586","level2_136","58818","74000.718750,3780.349609,25669.570313"
"587","level3_82","58819","68151.781250,1855.120850,26939.925781"
"588","level1_320","58817","68585.531250,1906.072998,33655.425781"
"589","level1_321","58817","68386.507813,1889.782715,33091.492188"
"590","level1_322","58817","73282.890625,2188.018799,35903.816406"
"591","level1_323","58817","89015.367188,1451.385498,45023.097656"
"592","level2_137","58818","97025.093750,1446.777344,51113.132813"
"593","level2_138","58818","97928.523438,1419.290161,50433.406250"
"594","level1_324","58817","96921.273438,1424.304199,50543.406250"
"595","level1_325","58817","103502.437500,1217.764282,47262.421875"
"596","level1_326","58817","106973.703125,1248.605347,52541.035156"
"597","level2_139","58818","123173.171875,-1025.891113,41513.457031"
"598","level1_327","58817","122775.695313,-1037.268066,41178.605469"
"599","level3_83","58819","129208.023438,1484.707642,44370.039063"
"600","level2_140","58818","101780.648438,1263.986206,38745.367188"
"601","level1_328","58817","78859.296875,2259.628418,13549.134766"
"602","level4_52","58820","78434.890625,2222.720215,14024.134766"
"603","level1_329","58817","75075.492188,1383.706665,60001.148438"
"604","level1_330","58817","75084.304688,1374.911499,59467.382813"
"605","level1_331","58817","76441.117188,3135.407227,59281.824219"
"606","level1_332","58817","76604.109375,3141.227783,58533.843750"
"607","level1_333","58817","75738.242188,2511.365967,60155.140625"
"608","level1_334","58817","75740.437500,2513.791260,59248.210938"
"609","level2_141","58818","75589.070313,2512.916260,58226.527344"
"610","level4_53","58820","74894.078125,1384.091187,58638.714844"
"611","level4_54","58820","75489.507813,1387.969971,55764.683594"
"612","level1_335","58817","70830.820313,1261.279297,60414.125000"
"613","level2_142","58818","70208.992188,2286.180176,60837.609375"
"614","level1_336","58817","70241.421875,2286.180176,61325.652344"
"615","level2_143","58818","68152.781250,2028.713989,65943.656250"
"616","level1_337","58817","71962.429688,2152.852539,65893.398438"
"617","level1_338","58817","73430.437500,2498.526855,65895.281250"
"618","level1_339","58817","78554.070313,3074.602783,66598.148438"
"619","level2_144","58818","78570.687500,2632.918457,64954.445313"
"620","level2_145","58818","78555.335938,2534.031738,60478.472656"
"621","level3_84","58819","77189.156250,1690.118408,51308.742188"
"622","level4_55","58820","68186.703125,930.307007,52532.824219"
"623","level2_146","58818","66172.062500,1959.947632,51154.738281"
"624","level1_340","58817","67430.898438,2028.713989,51141.062500"
"625","level2_147","58818","73498.023438,2516.874023,51217.406250"
"626","level1_341","58817","72489.835938,1354.290771,57873.082031"
"627","level3_85","58819","66930.828125,-883.053589,59427.550781"
"628","level3_86","58819","66743.953125,-889.212036,57950.046875"
"629","level1_342","58817","67075.257813,-904.876709,59017.371094"
"630","level1_343","58817","65310.035156,1674.617432,62339.097656"
"631","level1_344","58817","62840.550781,219.936951,61150.984375"
"632","level2_148","58818","62312.546875,219.936890,61199.378906"
"633","level1_345","58817","62352.820313,698.526123,61042.625000"
"634","level2_149","58818","61878.082031,219.936996,61343.511719"
"635","level1_346","58817","61855.515625,209.527588,60498.222656"
"636","level1_347","58817","61895.093750,1149.943970,60564.007813"
"637","level1_348","58817","62330.460938,1140.001953,60596.910156"
"638","level1_349","58817","61753.742188,1664.734253,61383.546875"
"639","level1_350","58817","62002.406250,1682.013916,61339.851563"
"640","level4_56","58820","62711.808594,1664.734253,61317.109375"
"641","level4_57","58820","58583.570313,214.038086,57881.675781"
"642","level4_58","58820","58486.925781,207.968140,57724.945313"
"643","level1_351","58817","58717.167969,208.853195,58962.824219"
"644","level1_352","58817","58252.253906,208.853195,59610.132813"
"645","level3_87","58819","58767.101563,208.853195,60164.527344"
"646","level2_150","58818","57962.421875,636.298462,60200.445313"
"647","level4_59","58820","60324.992188,216.949463,64455.707031"
"648","level2_151","58818","60095.332031,188.723755,63978.777344"
"649","level1_353","58817","58753.125000,274.099731,64321.386719"
"650","level1_354","58817","58611.976563,302.774048,63317.957031"
"651","level2_152","58818","58687.316406,890.665833,64112.738281"
"652","level3_88","58819","58632.554688,890.680481,63267.945313"
"653","level4_60","58820","58692.835938,214.080811,62036.476563"
"654","level2_153","58818","58322.160156,275.628662,62310.890625"
"655","level1_355","58817","58702.160156,713.724121,61781.500000"
"656","level1_356","58817","58625.292969,1651.730713,60706.804688"
"657","level1_357","58817","58391.332031,1696.999878,59700.496094"
"658","level1_358","58817","59506.468750,203.970337,59560.710938"
"659","level2_154","58818","63734.191406,1004.070068,59171.937500"
"660","level1_359","58817","63227.128906,220.242310,58990.882813"
"661","level1_360","58817","60378.023438,3050.042725,87682.093750"
"662","level1_361","58817","63111.207031,220.193481,57889.769531"
"663","level2_155","58818","60905.488281,206.970215,56860.949219"
"664","level1_362","58817","61529.820313,222.589111,56823.167969"
"665","level1_363","58817","60892.781250,862.497498,56839.628906"
"666","level1_364","58817","61352.687500,862.674500,56833.683594"
"667","level2_156","58818","62515.476563,225.970459,63863.343750"
"668","level3_89","58819","63042.796875,227.682495,63613.914063"
"669","level1_365","58817","62289.152344,1141.526001,64437.890625"
"670","level1_366","58817","62690.296875,1141.526001,64500.593750"
"671","level1_367","58817","39535.949219,961.517334,33886.750000"
"672","level1_368","58817","37640.511719,2115.819092,33204.035156"
"673","level1_369","58817","36945.851563,2115.801514,33201.250000"
"674","level2_157","58818","35771.519531,2115.798584,32444.445313"
"675","level1_370","58817","34984.339844,1197.481079,32894.511719"
"676","level1_371","58817","33851.152344,903.762817,33857.363281"
"677","level2_158","58818","34487.816406,827.859497,32678.121094"
"678","level2_159","58818","30616.943359,855.920410,33767.015625"
"679","level1_372","58817","30870.080078,1782.445190,33070.542969"
"680","level1_373","58817","28980.566406,2239.411865,33413.359375"
"681","level1_374","58817","28115.664063,2239.782959,33453.078125"
"682","level1_375","58817","28576.578125,887.484741,34284.093750"
"683","level2_160","58818","29457.398438,913.692200,34267.367188"
"684","level1_376","58817","44278.953125,2522.657471,36984.757813"
"685","level2_161","58818","44324.210938,2803.137207,40629.441406"
"686","level3_90","58819","34660.246094,922.002991,38861.621094"
"687","level1_377","58817","33940.378906,920.733643,38092.128906"
"688","level1_378","58817","35646.863281,940.890503,37994.628906"
"689","level2_162","58818","34243.195313,2058.399170,38122.875000"
"690","level4_61","58820","34473.972656,2705.704102,38752.433594"
"691","level3_91","58819","37234.007813,1889.117798,38836.765625"
"692","level1_379","58817","31657.613281,917.251587,39998.785156"
"693","level2_163","58818","31639.443359,922.250366,40598.859375"
"694","level4_62","58820","30952.179688,1774.971436,40257.820313"
"695","level3_92","58819","30912.496094,1774.971436,40757.886719"
"696","level2_164","58818","31413.259766,952.120972,43259.441406"
"697","level2_165","58818","31498.621094,939.218140,42494.035156"
"698","level1_380","58817","31308.447266,953.298950,43404.730469"
"699","level1_381","58817","30770.339844,1358.480591,43891.757813"
"700","level2_166","58818","31129.710938,966.250610,45509.363281"
"701","level1_382","58817","31460.667969,1435.359863,45207.988281"
"702","level1_383","58817","31067.707031,1438.887939,45220.347656"
"703","level1_384","58817","34139.863281,1055.252075,43428.148438"
"704","level1_385","58817","30694.542969,2367.730225,42151.957031"
"705","level2_167","58818","31316.470703,2410.433594,43402.015625"
"706","level4_63","58820","35940.195313,641.107178,31573.986328"
"707","level1_386","58817","28776.599609,883.551025,38188.421875"
"708","level2_168","58818","29468.558594,890.936279,38180.531250"
"709","level3_93","58819","29260.746094,1803.054565,38784.855469"
"710","level1_387","58817","24016.011719,880.801392,36422.480469"
"711","level1_388","58817","24509.412109,862.448120,37693.367188"
"712","level1_389","58817","24951.994141,1767.664551,38257.343750"
"713","level1_390","58817","25307.740234,1767.664307,38277.691406"
"714","level3_94","58819","25336.101563,865.164185,37604.285156"
"715","level4_64","58820","25663.949219,1896.944092,39880.437500"
"716","level2_169","58818","26246.636719,954.824829,39418.058594"
"717","level1_391","58817","26138.064453,1060.977173,40061.519531"
"718","level1_392","58817","25673.929688,1190.246582,42462.859375"
"719","level1_393","58817","25627.375000,1872.437866,39606.507813"
"720","level1_394","58817","114265.000000,1386.416626,51506.179688"
"721","level1_395","58817","32295.378906,2388.811523,46882.800781"
"722","level1_396","58817","31058.376953,2381.130859,46858.535156"
"723","level3_95","58819","29946.208984,2409.978027,46823.125000"
"724","level4_65","58820","20042.312500,923.131470,36568.324219"
"725","level3_96","58819","19634.498047,924.236084,36139.765625"
"726","level2_170","58818","19473.701172,1723.167236,35994.800781"
"727","level2_171","58818","19840.826172,1732.427612,36049.757813"
"728","level1_397","58817","29306.273438,885.202026,31585.943359"
"729","level1_398","58817","30381.957031,778.347778,29013.666016"
"730","level2_172","58818","32017.757813,637.091064,29293.126953"
"731","level1_399","58817","31396.626953,1541.562866,29504.871094"
"732","level1_400","58817","33950.820313,606.326294,30677.509766"
"733","level2_173","58818","32100.259766,636.291504,30193.000000"
"734","level3_97","58819","31531.156250,1610.854736,31725.414063"
"735","level1_401","58817","31920.830078,763.003540,31802.570313"
"736","level1_402","58817","31303.091797,1610.704956,31163.546875"
"737","level3_98","58819","33303.300781,627.267456,25811.513672"
"738","level1_403","58817","103173.703125,1217.855835,71141.765625"
"739","level1_404","58817","33318.414063,1430.417847,24928.970703"
"740","level2_174","58818","31827.187500,1606.224121,24959.839844"
"741","level4_66","58820","31493.271484,1606.581909,24974.367188"
"742","level2_175","58818","31743.830078,674.340820,25643.187500"
"743","level3_99","58819","33791.027344,645.819092,22871.566406"
"744","level1_405","58817","33642.511719,1431.414429,23605.751953"
"745","level1_406","58817","113477.125000,1250.210571,44207.421875"
"746","level4_67","58820","36584.378906,717.398071,17457.392578"
"747","level3_100","58819","27676.558594,1393.909790,25085.453125"
"748","level1_407","58817","28256.259766,645.251465,25906.183594"
"749","level1_408","58817","28747.718750,1380.337769,25182.488281"
"750","level1_409","58817","26580.828125,692.510986,24769.761719"
"751","level2_176","58818","35344.164063,922.002991,38813.996094"
"752","level4_68","58820","24267.765625,2667.355713,46839.953125"
"753","level3_101","58819","19961.304688,2888.509033,46558.554688"
"754","level2_177","58818","20361.255859,2040.057373,39578.671875"
"755","level1_410","58817","20418.833984,766.732788,29331.001953"
"756","level3_102","58819","19129.974609,632.730103,26333.587891"
"757","level1_411","58817","19110.369141,663.705444,27014.484375"
"758","level1_412","58817","18442.273438,1462.576904,26509.662109"
"759","level1_413","58817","18584.955078,1462.576904,26749.462891"
"760","level1_414","58817","89793.218750,1570.632935,53667.656250"
"761","level2_178","58818","19755.933594,692.037964,24868.876953"
"762","level1_415","58817","17444.611328,533.358765,24690.550781"
"763","level2_179","58818","17684.431641,1499.899902,25199.244141"
"764","level2_180","58818","18254.576172,1499.899902,25196.005859"
"765","level4_69","58820","11410.898438,2038.716919,21417.666016"
"766","level1_416","58817","9519.797852,2133.285156,21329.753906"
"767","level2_181","58818","37592.292969,722.174072,17069.632813"
"768","level3_103","58819","37561.613281,724.237061,17636.839844"
"769","level1_417","58817","37610.601563,1496.557983,17619.000000"
"770","level1_418","58817","37872.375000,727.877808,17618.107422"
"771","level1_419","58817","37688.824219,1811.124268,14973.443359"
"772","level2_182","58818","37649.234375,1811.124268,14544.946289"
"773","level3_104","58819","36905.648438,714.099121,14403.960938"
"774","level4_70","58820","31181.277344,1709.710693,16618.457031"
"775","level1_420","58817","31005.212891,770.199585,17294.730469"
"776","level2_183","58818","29416.779297,2346.020264,17656.261719"
"777","level1_421","58817","29398.519531,2346.020264,17190.160156"
"778","level1_422","58817","79117.382813,2713.876953,35879.445313"
"779","level1_423","58817","28632.986328,1741.045044,17092.974609"
"780","level1_424","58817","67189.531250,1849.053955,27063.119141"
"781","level2_184","58818","28624.740234,1741.094727,17694.927734"
"782","level3_105","58819","28484.988281,734.509277,18146.869141"
"783","level2_185","58818","28440.115234,733.547974,16735.152344"
"784","level1_425","58817","28345.761719,752.593994,16121.869141"
"785","level2_186","58818","24505.128906,742.681885,18305.562500"
"786","level1_426","58817","25161.119141,1536.597656,18068.509766"
"787","level1_427","58817","25171.078125,1536.597656,17557.101563"
"788","level1_428","58817","25201.623047,1570.265381,14974.687500"
"789","level1_429","58817","25191.226563,1570.852295,14426.852539"
"790","level2_187","58818","24522.638672,765.072632,14635.935547"
"791","level4_71","58820","24289.968750,739.996338,15299.221680"
"792","level3_106","58819","31517.636719,2342.871094,21303.634766"
"793","level4_72","58820","28234.482422,2362.612793,21252.388672"
"794","level3_107","58819","40169.910156,2934.564941,27856.564453"
"795","level1_430","58817","25916.671875,743.820190,23847.609375"
"796","level4_73","58820","18417.728516,657.235718,14083.487305"
"797","level1_431","58817","18397.003906,662.280273,12676.675781"
"798","level1_432","58817","18283.751953,661.285400,12451.812500"
"799","level2_188","58818","19141.921875,1778.207153,12874.238281"
"800","level2_189","58818","19201.257813,1777.845581,13377.920898"
"801","level1_433","58817","18437.203125,2425.514404,12712.878906"
"802","level1_434","58817","18384.044922,2425.514404,13298.722656"
"803","level1_435","58817","18575.253906,651.126099,13164.617188"
"804","level3_108","58819","18494.091797,1646.738037,16729.666016"
"805","level3_109","58819","18501.457031,1647.427368,17372.875000"
"806","level2_190","58818","19435.068359,626.486206,17007.816406"
"807","level4_74","58820","15488.162109,744.058228,13771.489258"
"808","level1_436","58817","15655.505859,1526.907715,13419.422852"
"809","level1_437","58817","15637.144531,1534.132813,13883.921875"
"810","level1_438","58817","16998.263672,2521.912109,9654.892578"
"811","level2_191","58818","12361.031250,721.850586,11580.218750"
"812","level1_439","58817","11771.440430,1736.170776,11886.125000"
"813","level1_440","58817","11959.942383,2764.655762,13317.607422"
"814","level2_192","58818","12085.639648,511.630249,17161.779297"
"815","level1_441","58817","12831.942383,444.500732,17885.906250"
"816","level1_442","58817","12510.592773,709.075928,12338.645508"
"817","level1_443","58817","12541.948242,707.672119,12693.337891"
"818","level1_444","58817","19383.986328,684.350586,24835.462891"
"819","level1_445","58817","19510.455078,855.062866,31009.517578"
"820","level1_446","58817","19698.195313,936.224365,35263.054688"
"821","level4_75","58820","12659.537109,705.206299,13663.931641"
"822","level4_76","58820","18053.636719,585.232544,24537.570313"
"823","level1_447","58817","18994.097656,1330.267334,64253.539063"
"824","level1_448","58817","18876.103516,1837.405640,64334.949219"
"825","level3_110","58819","19438.355469,1305.377197,64211.960938"
"826","level4_77","58820","44809.921875,2024.221802,76288.460938"
"827","level3_111","58819","24850.533203,1248.361206,72221.296875"
"828","level1_449","58817","14887.209961,946.203613,77834.335938"
"829","level2_193","58818","25512.259766,655.493164,89068.875000"
"830","level2_194","58818","25795.810547,676.062012,89383.351563"
"831","level1_450","58817","20577.164063,430.090332,102792.906250"
"832","level2_195","58818","20304.466797,439.328003,102525.695313"
"833","level3_112","58819","17187.294922,615.182495,92869.351563"
"834","level4_78","58820","16834.419922,755.313110,92491.640625"
"835","level2_196","58818","88670.796875,1469.094849,45076.195313"
"836","level4_79","58820","98398.179688,1377.761841,49745.691406"
"837","level1_451","58817","42057.011719,1593.234253,98003.750000"
"838","level1_452","58817","41952.867188,1423.489380,100226.132813"
"839","level3_113","58819","42821.421875,1479.232788,100162.343750"
"840","level2_197","58818","41247.640625,1548.587036,97838.359375"
"841","level4_80","58820","50275.453125,3302.313232,84986.218750"
"842","level3_114","58819","52212.632813,3303.063965,84332.437500"
"843","level2_198","58818","50218.941406,3315.573242,85854.429688"
"844","level2_199","58818","51061.375000,3249.868652,86079.945313"
"845","level1_453","58817","52677.027344,3299.850586,84744.882813"
"846","level1_454","58817","53157.488281,3282.800293,85154.210938"
"847","level2_200","58818","70189.648438,853.921509,132957.296875"
"848","level1_455","58817","60157.042969,1245.260620,132656.421875"
"849","level1_456","58817","59578.171875,1338.500977,131476.859375"
"850","level1_457","58817","58248.242188,1337.112427,134847.187500"
"851","level2_201","58818","57010.046875,1577.084351,145606.515625"
"852","level3_115","58819","45917.988281,1297.940063,141774.968750"
"853","level3_116","58819","44885.902344,3037.659668,142843.765625"
"854","level4_81","58820","44938.914063,3034.358398,141726.359375"
"855","level2_202","58818","45601.265625,2415.297363,142725.031250"
"856","level2_203","58818","45693.714844,2416.026367,143826.343750"
"857","level1_458","58817","45735.488281,1255.313110,142362.343750"
"858","level1_459","58817","65522.460938,1494.979248,141206.781250"
"859","level1_460","58817","46816.082031,1271.978760,144556.796875"
"860","level1_461","58817","50692.226563,1306.854248,143330.296875"
"861","level4_82","58820","45337.312500,2715.678711,134402.734375"
"862","level1_462","58817","51980.175781,3144.598877,134485.421875"
"863","level2_204","58818","47797.414063,1279.248047,136144.343750"
"864","level3_117","58819","49537.804688,2043.901855,134725.593750"
"865","level4_83","58820","47832.843750,1286.212158,135647.437500"
"866","level1_463","58817","49008.789063,1279.071045,137667.031250"
"867","level1_464","58817","48761.289063,1294.696045,139617.140625"
"868","level1_465","58817","54387.394531,1342.111206,135824.078125"
"869","level1_466","58817","55599.109375,3008.711914,137182.500000"
"870","level3_118","58819","55593.855469,3005.728027,136000.921875"
"871","level2_205","58818","71346.992188,1129.022217,141773.296875"
"872","level1_467","58817","71292.812500,1160.461426,142359.484375"
"873","level2_206","58818","19610.158203,1517.364502,143309.406250"
"874","level1_468","58817","18878.107422,1511.892700,142260.140625"
"875","level1_469","58817","18467.978516,1539.059448,143695.000000"
"876","level1_470","58817","8289.200195,3096.032715,135311.765625"
"877","level3_119","58819","4199.086914,2884.918213,151328.718750"
"878","level2_207","58818","14347.842773,3450.100342,132965.031250"
"879","level4_84","58820","4579.200195,3107.386230,130240.359375"
"880","level1_471","58817","12569.076172,532.131958,121330.445313"
"881","level1_472","58817","12684.033203,580.932617,120590.562500"
"882","level2_208","58818","12702.987305,1141.056519,121032.226563"
"883","level2_209","58818","12435.878906,1141.058472,122202.695313"
"884","level3_120","58819","13180.366211,1411.329102,119049.179688"
"885","level2_210","58818","12959.431641,1411.328857,119411.585938"
"886","level1_473","58817","13564.718750,616.561890,119261.289063"
"887","level1_474","58817","9379.257813,841.458130,120853.570313"
"888","level1_475","58817","15258.449219,1881.940308,121389.953125"
"889","level1_476","58817","15923.684570,1860.931396,121461.117188"
"890","level4_85","58820","16863.203125,1772.250977,122198.085938"
"891","level3_121","58819","17798.722656,792.193848,122340.601563"
"892","level1_477","58817","17726.964844,267.898560,122681.125000"
"893","level1_478","58817","24795.533203,239.248657,121449.664063"
"894","level1_479","58817","16775.875000,331.016632,121744.703125"
"895","level1_480","58817","15363.392578,392.004700,121482.140625"
"896","level1_481","58817","16919.660156,398.977661,120692.921875"
"897","level1_482","58817","17369.617188,1282.228516,116212.046875"
"898","level1_483","58817","16007.769531,524.490356,119088.187500"
"899","level1_484","58817","13238.753906,665.615845,117230.929688"
"900","level1_485","58817","12982.858398,670.278931,117747.562500"
"901","level2_211","58818","12638.175781,1427.598755,116899.671875"
"902","level1_486","58817","12525.870117,1427.975708,117237.046875"
"903","level2_212","58818","24650.246094,256.155396,124189.609375"
"904","level3_122","58819","23834.273438,231.933594,124677.523438"
"905","level1_487","58817","25273.005859,242.941833,122336.187500"
"906","level3_123","58819","25426.210938,242.941833,122160.546875"
"907","level4_86","58820","25156.191406,1038.664307,122381.851563"
"908","level1_488","58817","25358.408203,1048.281250,121958.312500"
"909","level1_489","58817","24957.890625,236.160278,122851.015625"
"910","level1_490","58817","22814.283203,270.751953,129403.734375"
"911","level1_491","58817","23054.199219,270.877075,128900.039063"
"912","level1_492","58817","78004.179688,2003.915405,93187.031250"
"913","level1_493","58817","23690.949219,1206.510010,128942.875000"
"914","level4_87","58820","17644.916016,370.208740,132264.500000"
"915","level4_88","58820","31183.794922,1015.527344,120629.492188"
"916","level4_89","58820","31151.029297,999.700928,120796.921875"
"917","level3_124","58819","32053.103516,3100.184814,121042.734375"
"918","level1_494","58817","28411.675781,3109.122314,134723.468750"
"919","level3_125","58819","29364.269531,1115.734863,127985.523438"
"920","level1_495","58817","18761.408203,271.096802,121474.757813"
"921","level2_213","58818","10155.004883,2035.387085,114078.078125"
"922","level1_496","58817","11633.486328,2020.041260,114503.390625"
"923","level1_497","58817","17778.603516,460.229492,115092.078125"
"924","level4_90","58820","74816.312500,2823.312500,180126.281250"
"925","level1_498","58817","100006.335938,1263.928223,104439.195313"
"926","level1_499","58817","49449.332031,3138.208008,171938.453125"
"927","level1_500","58817","87833.414063,1278.890991,130968.414063"
"928","level1_501","58817","51331.542969,2886.410645,170929.078125"
"929","level1_502","58817","52862.761719,2980.468750,174465.375000"
"930","level2_214","58818","52384.328125,2922.073242,173368.796875"
"931","level4_91","58820","51100.078125,2988.149902,173511.906250"
"932","level3_126","58819","50964.585938,2944.934082,172009.781250"
"933","level4_92","58820","118263.929688,4060.620117,185158.171875"
"934","level2_215","58818","128697.242188,4823.858398,174429.156250"
"935","level1_503","58817","138596.843750,5905.068359,174973.406250"
